0.000000000000000000e+00,inf,1.821207060896328001e+00,8.770259091800860496e-01,8.770259091800860496e-01,8.770259091800860496e-01
0.000000000000000000e+00,inf,1.756339160762651730e+00,8.732456167040015815e-01,8.732456167040015815e-01,8.732456167040015815e-01
0.000000000000000000e+00,inf,1.769867353520723885e+00,8.711015469017958646e-01,8.711015469017958646e-01,8.711015469017958646e-01
0.000000000000000000e+00,inf,1.722290494998051313e+00,8.734923169189531267e-01,8.734923169189531267e-01,8.734923169189531267e-01
0.000000000000000000e+00,inf,1.909577804141644686e+00,8.525240012767510978e-01,8.525240012767510978e-01,8.525240012767510978e-01
0.000000000000000000e+00,inf,1.710378984161844196e+00,8.465535081898928338e-01,8.465535081898928338e-01,8.465535081898928338e-01
0.000000000000000000e+00,2.500000000000000000e+00,1.905226489065460882e+00,1.186089949550389822e+00,1.186089949550389822e+00,1.186089949550389822e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.931597964907554754e+00,1.196257861109992771e+00,1.196257861109992771e+00,1.196257861109992771e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.925309561691398663e+00,1.208795084844455303e+00,1.208795084844455303e+00,1.208795084844455303e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.888664718758406247e+00,1.250538694279225593e+00,1.250538694279225593e+00,1.250538694279225593e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.910070509585678256e+00,1.258353901527019980e+00,1.258353901527019980e+00,1.258353901527019980e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.230501184794186909e+00,1.567014406031665752e+00,1.567014406031665752e+00,1.567014406031665752e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.273311938031038260e+00,1.609224153303067339e+00,1.609224153303067339e+00,1.609224153303067339e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.121860507310004529e+00,1.542286924120638059e+00,1.542286924120638059e+00,1.542286924120638059e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.153835375256613727e+00,1.556278592257601678e+00,1.556278592257601678e+00,1.556278592257601678e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.901120598490777303e+00,1.178602335751378405e+00,1.178602335751378405e+00,1.178602335751378405e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.847471592304429588e+00,1.172457975470726721e+00,1.172457975470726721e+00,1.172457975470726721e+00
0.000000000000000000e+00,2.500000000000000000e+00,1.881898768724523663e+00,1.184489366698421309e+00,1.184489366698421309e+00,1.184489366698421309e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.186649256192668478e+00,1.580690032152515023e+00,1.580690032152515023e+00,1.580690032152515023e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.177778639895968205e+00,1.586311301721782918e+00,1.586311301721782918e+00,1.586311301721782918e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.177535865060692188e+00,1.608895056733322004e+00,1.608895056733322004e+00,1.608895056733322004e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.187916212575580222e+00,1.609559453271171670e+00,1.609559453271171670e+00,1.609559453271171670e+00
