2.61558421199181,-2.58799900293676,-0.426786541871793
2.67771695063594,-2.41655328605992,-0.252250705370102
3.783199737635,-0.867504158261324,-2.87557334254088
3.68039918595568,-0.53350485645174,-2.44193466439576
4.58572350717128,-1.09320506792952,-3.10329495400134
4.72114533320485,-1.13888343731724,-3.18506547731439
4.41266393796328,-1.04304689344749,-3.02480720232532
4.46758414558758,-1.06564739083037,-3.05952100688577
5.30083590686787,-1.71970077332324,-3.73450231751258
5.11260795076254,-1.60343745303025,-3.63680308675898
4.20763714212426,-1.1717081812442,-3.0112653534386
5.17743280293602,-3.61793591666858,-5.23452266770739
5.13864700833958,-3.60613110539703,-5.23452282317212
5.1187745716314,-3.61797942790815,-5.23452287127678
5.09072352988113,-3.61816317452899,-5.23451592358681
5.0756321803817,-3.63124868672869,-5.23451606964875
5.05101417519123,-3.62509754702162,-5.2345230507138
5.14488398068517,-3.74853153870907,-5.23452299176805
5.12986870217571,-3.76905193807555,-5.2344904327826
5.12119096869117,-3.79570593323229,-5.23451608047233
5.08580395123473,-3.77831271090132,-5.23452311404506
3.68921888755145,-0.948362379130188,-2.51287844188375
3.6808948398569,-1.01057464154863,-2.39363759937162
3.64958561162391,-1.01048770120133,-2.37425670093691
3.64431902956456,-0.990508232164743,-2.39219743668819
3.65418190403238,-0.987982682826441,-2.38244923396024
5.00572600516342,-3.74606369658499,-5.23451783168416
4.99302882430667,-3.75367661178087,-5.23451792794629
3.35980399027991,-0.908321152337903,-2.09483331048433
4.99479542875529,-3.76720670342722,-5.23449812605818
5.00508263467852,-3.80439827878782,-5.23452333427837
