0.010892,-4.0346,-4.3547,-1.3046,0.3668,0.93946,-2.2575,-1.1248
-0.010816,-3.7579,-4.3547,-1.2814,0.33973,0.92796,-2.1275,-1.1103
-0.0079563,-3.5636,-4.3547,-1.2796,0.33737,0.92103,-2.1262,-1.1274
0.50284,-3.5343,-4.3547,-1.5075,0.35281,0.81344,-2.422,-1.2644
0.53732,-3.5472,-4.3547,-1.5148,0.33193,0.81228,-2.428,-1.2778
0.48433,-3.4557,-4.3547,-1.4657,0.32708,0.80196,-2.3077,-1.2697
0.11678,-3.5595,-4.3547,-1.3805,0.48318,0.87123,-2.2798,-1.0609
0.12407,-3.5226,-4.3547,-1.3811,0.47985,0.87077,-2.3288,-1.0674
0.13219,-3.6457,-4.3547,-1.3728,0.44026,0.87824,-2.2896,-1.0289
0.014156,-3.8914,-4.3547,-1.3151,0.43697,0.88925,-2.042,-0.9787
2.2075,-4.547,-5.506,-2.6188,-0.60938,-0.23504,-3.8847,-2.0195
2.1967,-4.3909,-5.506,-2.6158,-0.60139,-0.23795,-3.9882,-2.0132
2.2377,-4.4051,-5.506,-2.6358,-0.61933,-0.24682,-3.9898,-2.027
2.2702,-4.44,-5.506,-2.645,-0.63195,-0.25636,-3.9907,-2.0403
2.2711,-4.5224,-5.506,-2.641,-0.63097,-0.25977,-3.987,-2.0442
2.2983,-4.5033,-5.506,-2.6475,-0.64065,-0.26928,-4.0055,-2.0584
1.3052,-5.5078,-5.506,-2.1089,-0.40492,0.35177,-3.7961,-1.8034
1.3064,-5.5078,-5.506,-2.0901,-0.39886,0.33083,-3.7818,-1.8001
1.316,-5.5079,-5.506,-2.0911,-0.40137,0.32433,-3.7731,-1.8158
0.90954,-5.5079,-5.506,-2.4448,-0.23545,0.13777,-5.5011,-0.90573
-0.70479,-4.3566,-4.3547,-1.6993,0.98059,0.81773,-4.3498,0.073486
-0.52908,-4.3566,-4.3547,-1.775,0.94006,0.80733,-4.3499,0.05188
-0.50648,-4.3566,-4.3547,-1.7992,0.94887,0.80355,-4.3508,0.046516
-0.48527,-4.3566,-4.3547,-1.8262,0.96126,0.79408,-4.3508,0.033502
-0.48237,-4.3566,-4.3547,-1.8336,0.95396,0.80363,-4.3508,0.028859
1.544,-3.8508,-5.506,-2.2557,-0.47017,0.25655,-5.5021,-1.7983
-0.52335,-4.3566,-4.3547,-1.8173,0.91522,0.88295,-4.3509,0.037955
-0.52293,-4.3566,-4.3543,-1.8349,0.91606,0.88296,-4.3508,0.034547
1.2729,-5.5079,-5.506,-2.579,-0.36171,0.031036,-5.5021,-0.99493
1.5274,-3.7957,-5.506,-2.2732,-0.47481,0.2335,-5.5021,-1.7578
1.5567,-4.0375,-5.506,-2.2653,-0.48848,0.25512,-5.5021,-1.8061
1.595,-4.028,-5.506,-2.2717,-0.49761,0.24318,-5.5021,-1.8324
1.6128,-4.0428,-5.506,-2.2817,-0.50575,0.24136,-5.5021,-1.8476
1.585,-4.074,-5.506,-2.272,-0.49418,0.24587,-5.5021,-1.8466
1.6093,-4.1679,-5.506,-2.2753,-0.50229,0.24523,-5.5021,-1.8673
1.6175,-4.1695,-5.506,-2.2748,-0.50414,0.23994,-5.5021,-1.8793
1.6534,-4.1412,-5.506,-2.2983,-0.51676,0.23904,-5.5021,-1.9131
1.6756,-4.1617,-5.506,-2.3142,-0.52507,0.23665,-5.5021,-1.9277
1.6263,-3.798,-5.506,-2.3344,-0.51714,0.22177,-5.5021,-1.8444
1.6417,-3.8143,-5.506,-2.3629,-0.52498,0.21968,-5.5021,-1.8416
1.6673,-3.8206,-5.506,-2.3739,-0.53771,0.21382,-5.5021,-1.849
1.6557,-3.7831,-5.506,-2.3712,-0.53278,0.20662,-5.5021,-1.844
1.6702,-3.779,-5.506,-2.3763,-0.54141,0.19844,-5.5021,-1.8418
1.7981,-3.8618,-5.506,-2.5104,-0.61726,0.24538,-5.5021,-1.8801
1.783,-3.8348,-5.506,-2.4973,-0.61507,0.23135,-5.5021,-1.8292
1.8323,-3.8578,-5.506,-2.5061,-0.63199,0.22398,-5.5021,-1.8573
1.8425,-3.8521,-5.506,-2.5186,-0.63791,0.21955,-5.5021,-1.858
1.8258,-3.8737,-5.506,-2.4282,-0.65749,0.21886,-5.5021,-1.8293
1.8328,-3.9345,-5.506,-2.4265,-0.6591,0.21615,-5.5021,-1.83
1.8274,-3.9339,-5.506,-2.4308,-0.65927,0.21516,-5.5021,-1.8285
1.8385,-3.942,-5.506,-2.4357,-0.66354,0.2153,-5.5021,-1.8458
1.8733,-3.9584,-5.506,-2.446,-0.67809,0.20845,-5.5019,-1.8578
1.8933,-3.9625,-5.506,-2.4566,-0.68663,0.20445,-5.5021,-1.8677
1.8508,-3.9956,-5.506,-2.4286,-0.65439,0.20944,-5.5021,-1.8595
1.909,-4.0405,-5.506,-2.447,-0.66614,0.2131,-5.5021,-1.9262
1.9958,-4.0411,-5.506,-2.4514,-0.68465,0.1942,-5.5021,-1.9713
1.9382,-3.996,-5.506,-2.4389,-0.66822,0.20318,-5.5021,-1.9619
1.9195,-3.9912,-5.506,-2.4439,-0.6642,0.20649,-5.5021,-1.9578
1.9927,-3.9924,-5.506,-2.4598,-0.68158,0.18905,-5.5021,-1.9941
2.0031,-4.0055,-5.506,-2.4481,-0.68589,0.19752,-5.5021,-2.0131
1.986,-4.0268,-5.506,-2.4474,-0.67919,0.19936,-5.5021,-2.0107
